eventid,time,location,latitude,longitude,depth,magnitude,shakemap-depth,shakemap-event-description,shakemap-event-type,shakemap-eventsource,shakemap-eventsourcecode,shakemap-eventtime,shakemap-gmice,shakemap-latitude,shakemap-longitude,shakemap-magnitude,shakemap-map-status,shakemap-maximum-latitude,shakemap-maximum-longitude,shakemap-maxmmi,shakemap-maxmmi-grid,shakemap-maxpga,shakemap-maxpga-grid,shakemap-maxpgv,shakemap-maxpgv-grid,shakemap-maxpsa03,shakemap-maxpsa03-grid,shakemap-maxpsa10,shakemap-maxpsa10-grid,shakemap-maxpsa30,shakemap-maxpsa30-grid,shakemap-minimum-latitude,shakemap-minimum-longitude,shakemap-original-signature,shakemap-original-signature-version,shakemap-pdl-client-version,shakemap-process-timestamp,shakemap-review-status,shakemap-shakemap-code-version,shakemap-version,losspager-alertlevel,losspager-depth,losspager-eventsource,losspager-eventsourcecode,losspager-eventtime,losspager-latitude,losspager-longitude,losspager-magnitude,losspager-maxmmi,losspager-original-signature,losspager-original-signature-version,losspager-pdl-client-version,losspager-review-status,dyfi-depth,dyfi-eventsource,dyfi-eventsourcecode,dyfi-eventtime,dyfi-latitude,dyfi-longitude,dyfi-magnitude,dyfi-maxmmi,dyfi-num-responses,dyfi-numResp,dyfi-original-signature,dyfi-original-signature-version,dyfi-pdl-client-version,shakemap-overlayHeight,shakemap-overlayWidth
us6000c9hg,2020-10-19 20:54:38.950,"99 km SE of Sand Point, Alaska",54.602,-159.6258,28.37,7.6,28.4,USGS NEIC ShakeMap,ACTUAL,us,6000c9hg,2020-10-19T20:54:38.000Z,WGRW12,54.602,-159.6258,7.6,automatic,59.517,-149.25,6.87,7.364,0.254,0.372,3.019,3.495,0.538,0.787,0.199,0.349,0.052,0.099,49.0,-167.617,MCwCFGiu/7KkFuEfvENYj8zFTk4q+IxAAhQHfZXk8vlIpnhfn/x+iCBaG2zSgg==,v1,Version 2.4.0 2020-05-11,2020-12-28T15:56:34Z,automatic,4.0.1+574.g3283bd1.dirty,12,yellow,28.4,us,6000c9hg,2020-10-19T20:54:38.000Z,54.602,-159.6258,7.6,7.0,MCwCFDUL7XRc32wzANLs62ZLK3iSYy3fAhQciecZinChtfLzWBtVKHRHq5QfIA==,v1,Version 2.4.0 2020-05-11,automatic,28.37,us,6000c9hg,2020-10-19T20:54:38.000Z,54.602,-159.6258,7.6,8.6,321.0,321.0,MC0CFBBy9v5+ikFzJDhZNNjNLYEmz3MVAhUA4qFe+VMX05D7sSNAohhQg/6+ljU=,v1,Version 2.7.9 2021-02-10,,
us6000c9kb,2020-10-19 21:05:57.335,"114 km SSE of Sand Point, Alaska",54.4386,-159.6143,22.74,5.7,22.7,USGS NEIC ShakeMap,ACTUAL,us,6000c9kb,2020-10-19T21:05:57.000Z,WGRW12,54.4386,-159.6143,5.7,automatic,56.2,-156.383,3.977,5.358,0.039,0.114,0.598,1.528,0.085,0.237,0.019,0.046,0.002,0.005,52.6,-162.55,MCwCFDOyfK5oRLD7xaUzI2+Cm9BWBx/RAhQpCT+pm0MC94JZiHKgfiSan3uQtw==,v1,Version 2.4.0 2020-05-11,2020-11-06T02:06:25Z,automatic,4.0.1+574.g3283bd1,7,green,22.7,us,6000c9kb,2020-10-19T21:05:57.000Z,54.4386,-159.6143,5.7,3.0,MCwCFF5rWS4Kp+o47pQc+iNT6+Cef43vAhQRV0niNbceT5rA1m+SlrGpN+MqvA==,v1,Version 2.4.0 2020-05-11,automatic,22.74,us,6000c9kb,2020-10-19T21:05:57.000Z,54.4386,-159.6143,5.7,2.0,2.0,2.0,MCwCFEVPlOkvxqODj6EpQ0I0GG9S38p1AhQqi+tTKKi3O8v3LVXpCBcFhVihrg==,v1,Version 2.4.0 2020-05-11,,
us6000c9lb,2020-10-19 21:06:20.397,"104 km SSE of Sand Point, Alaska",54.5073,-159.729,26.24,5.7,26.2,USGS NEIC ShakeMap,ACTUAL,us,6000c9lb,2020-10-19T21:06:20.000Z,WGRW12,54.5073,-159.729,5.7,automatic,56.283,-156.483,4.254,5.27,0.047,0.104,0.762,1.44,0.101,0.212,0.022,0.042,0.003,0.005,52.667,-162.667,MC0CFQCAOvQSB2KYeyUGMHHAcObPLeZhWwIUYcKJwmhmt6FyzreflRffn3O9mSQ=,v1,Version 2.4.0 2020-05-11,2020-10-26T03:16:24Z,automatic,4.0.1+574.g3283bd1,4,green,26.2,us,6000c9lb,2020-10-19T21:06:20.000Z,54.5073,-159.729,5.7,3.0,MCwCFE4+cAVzQdbaXqDZQuKMHBrM9PaYAhRBy9ufjGa0h1wkx+n5fbDmPRBGrA==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us6000c9km,2020-10-19 21:32:21.891,"114 km SSE of Sand Point, Alaska",54.3886,-159.8241,26.62,5.5,26.6,USGS NEIC ShakeMap,ACTUAL,us,6000c9km,2020-10-19T21:32:21.000Z,WGRW12,54.3886,-159.8241,5.5,automatic,56.15,-156.6,3.36,4.286,0.008,0.041,-0.821,0.452,0.019,0.088,0.005,0.016,0.0,0.001,52.55,-162.75,MCwCFFefrUOuWiz8JiWuFmkUY+yhmGACAhQQ59M4F7HHy+7xEIyt/ae0mbdOXQ==,v1,Version 2.4.0 2020-05-11,2020-11-06T02:39:32Z,automatic,4.0.1+574.g3283bd1,9,green,26.6,us,6000c9km,2020-10-19T21:32:21.000Z,54.3886,-159.8241,5.5,2.0,MCwCFB8XmGNx6B85Ca9kQHFDjGWFrHhfAhQJMOxrMKQY9fneD2RiLOlA+7h8Mw==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us6000c9lf,2020-10-19 21:45:25.327,"118 km SSE of Sand Point, Alaska",54.3371,-159.8425,20.77,5.9,20.8,USGS NEIC ShakeMap,ACTUAL,us,6000c9lf,2020-10-19T21:45:25.000Z,WGRW12,54.3371,-159.8425,5.9,automatic,56.1,-156.617,3.776,5.581,0.013,0.079,0.083,1.588,0.034,0.186,0.012,0.049,0.002,0.008,52.483,-162.767,MCwCFAJqfJVRGm8bxpCNL2dz8cPIbsGJAhQegpF/YUIHJ3AV312ULVZAl+5bqA==,v1,Version 2.4.0 2020-05-11,2020-11-06T02:55:34Z,automatic,4.0.1+574.g3283bd1,9,green,20.8,us,6000c9lf,2020-10-19T21:45:25.000Z,54.3371,-159.8425,5.9,3.0,MC0CFQCGxri100IRvSzZJXtqcr+V+pA3BgIUa+9lBPlsCZvdM6jTRX6VcEt2BuM=,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us6000c9u7,2020-10-20 04:07:06.904,"130 km SSE of Sand Point, Alaska",54.2743,-159.6399,12.82,5.6,12.8,USGS NEIC ShakeMap,ACTUAL,us,6000c9u7,2020-10-20T04:07:06.000Z,WGRW12,54.2743,-159.6399,5.6,automatic,56.05,-156.417,3.818,6.258,0.017,0.183,0.311,2.342,0.037,0.338,0.019,0.106,0.002,0.011,52.433,-162.567,MC0CFQCSh+nYRB0FDKDkoGHzBDJHhyDXWwIUYaPU09za1keZV0A4dlbpW0tPBng=,v1,Version 2.4.0 2020-05-11,2020-12-20T23:29:12Z,automatic,4.0.1+574.g3283bd1.dirty,12,green,12.8,us,6000c9u7,2020-10-20T04:07:06.000Z,54.2743,-159.6399,5.6,3.0,MCwCFDEhL/S8veS28Ruiy3hcidsr1nA5AhR7rAFsYy45Fo8V+XqW/rh+yWbYdw==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us6000ca0k,2020-10-20 13:43:17.460,"11 km SW of Álftanes, Iceland",64.0134,-22.1508,10.0,5.6,10.0,USGS NEIC ShakeMap,ACTUAL,us,6000ca0k,2020-10-20T13:43:17.000Z,WGRW12,64.0134,-22.1508,5.6,automatic,65.767,-17.783,6.881,6.881,0.33,0.33,3.311,3.311,0.583,0.583,0.297,0.297,0.065,0.065,62.15,-25.95,MCwCFGEBsozEgWLYahdJxvjivpptdotcAhRC8gDFXRBGYenBSWGjR/yXw1UAUQ==,v1,Version 2.4.0 2020-05-11,2020-10-25T18:39:35Z,automatic,4.0.1+574.g3283bd1,5,green,10.0,us,6000ca0k,2020-10-20T13:43:17.000Z,64.0196,-22.1159,5.6,6.0,MCwCFDeTC2DhWdYeDbr9IfYE7JQXWeWUAhRY0e7MD3TlNb+QdFFrUThn57p1Ow==,v1,Version 2.4.0 2020-05-11,automatic,10.0,us,6000ca0k,2020-10-20T13:43:17.000Z,64.0134,-22.1508,5.6,4.6,91.0,91.0,MC0CFQCFoT5c+Td6K0Hqq2hKHWl8d4U2rwIULH065L06XGyiCnXl4OAkNFZgQgI=,v1,Version 2.4.0 2020-05-11,,
us6000cafc,2020-10-21 00:22:34.155,"189 km ESE of Neiafu, Tonga",-19.3323,-172.3327,10.0,5.9,10.0,USGS NEIC ShakeMap,ACTUAL,us,6000cafc,2020-10-21T00:22:34.000Z,WGRW12,-19.3323,-172.3327,5.9,automatic,-17.067,-169.967,3.291,6.399,0.004,0.216,-0.512,2.675,0.013,0.418,0.007,0.117,0.002,0.021,-21.533,-174.717,MCwCFGbQHcWbOnRDry6cTIYFhpdMLRiIAhRhBJKy+38X/w5WVbnlbLQAGtPRng==,v1,Version 2.4.0 2020-05-11,2020-12-01T22:06:53Z,automatic,4.0.1+574.g3283bd1,5,green,10.0,us,6000cafc,2020-10-21T00:22:34.000Z,-19.3323,-172.3327,5.9,3.0,MCwCFCNmw45E3vETAR//xXyVdPtPqxTOAhQVrHmHOSHq2f3/j+3VMWGbb/+OnQ==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us6000caj9,2020-10-21 09:13:06.593,"46 km WSW of Taltal, Chile",-25.5231,-70.9323,20.0,5.7,20.0,USGS NEIC ShakeMap,ACTUAL,us,6000caj9,2020-10-21T09:13:06.000Z,WGRW12,-25.5231,-70.9323,5.7,automatic,-23.7,-68.95,4.64,5.813,0.067,0.169,0.799,1.527,0.119,0.255,0.022,0.043,0.003,0.005,-27.3,-72.933,MCwCFEHzf7KPv1rGLky6q3DQed1Wqm+bAhQVUgayZAIIksAjFIhtKfojMHBBmw==,v1,Version 2.4.0 2020-05-11,2020-12-02T08:22:10Z,automatic,4.0.1+574.g3283bd1,6,green,20.0,us,6000caj9,2020-10-21T09:13:06.000Z,-25.5231,-70.9323,5.7,4.0,MCwCFAFR6i8mXL6agBDQjjYcJOjuIfaOAhRpZN4cHXHAqv6TFth7QyK7cVpP/A==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us6000cb8b,2020-10-22 08:24:07.383,"150 km WNW of Haveluloto, Tonga",-20.826,-176.6209,244.0,5.8,244.0,USGS NEIC ShakeMap,ACTUAL,us,6000cb8b,2020-10-22T08:24:07.000Z,WGRW12,-20.8411,-176.6235,5.8,automatic,-19.017,-174.7,3.246,3.322,0.004,0.005,-1.724,-1.679,0.006,0.006,0.002,0.002,0.0,0.0,-22.617,-178.55,MCwCFC1ELhGvaI7RKJ25U8xO7n+nkbJqAhROkq4DdrcA18I/vrIIZwJCoL3u1Q==,v1,Version 2.4.0 2020-05-11,2020-11-25T16:10:28Z,automatic,4.0.1+574.g3283bd1,6,green,244.0,us,6000cb8b,2020-10-22T08:24:07.000Z,-20.8411,-176.6235,5.8,3.0,MCwCFFJyVNBxDCL855VlbD+Kr+MXy5bhAhQi1a15301siXykyQ4BWaSsnKhAnw==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us6000cbug,2020-10-23 01:46:17.720,West Chile Rise,-36.3799,-97.1088,10.0,5.9,10.0,USGS NEIC ShakeMap,ACTUAL,us,6000cbug,2020-10-23T01:46:17.000Z,WGRW12,-36.3799,-97.1088,5.9,automatic,-34.083,-94.4,,6.587,,0.261,,2.812,,0.49,,0.134,,0.022,-38.567,-99.95,MC0CFQCAsTEH3YEDczUK/e+cEGNs6XidlgIUThUD8Vlpw4mvq2fK/qoaVYjkCLA=,v1,Version 2.4.0 2020-05-11,2021-01-01T03:15:17Z,automatic,4.0.1+574.g3283bd1.dirty,5,green,10.0,us,6000cbug,2020-10-23T01:46:17.000Z,-36.3799,-97.1088,5.9,0.0,MCwCFCCeS5E15plr/VMlJMJQDK0InWNcAhQJdwrcY/kvn/Ci9vYFbvKb8gtsww==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us6000cbx8,2020-10-23 07:04:30.940,south of the Fiji Islands,-25.634,-179.9621,454.0,6.1,454.0,USGS NEIC ShakeMap,ACTUAL,us,6000cbx8,2020-10-23T07:04:30.000Z,WGRW12,-25.634,-179.9621,6.1,automatic,-23.8,-177.983,2.57,2.57,0.001,0.001,-2.991,-2.991,0.002,0.002,0.001,0.001,0.0,0.0,-27.4,-181.983,MCwCFD9wEJtIzY43eENtuf16oB/OYfFiAhRjXzHaXtXjwJHy+J0i/CB7RJ7KWg==,v1,Version 2.4.0 2020-05-11,2021-01-01T06:34:22Z,automatic,4.0.1+574.g3283bd1.dirty,6,green,454.0,us,6000cbx8,2020-10-23T07:04:30.000Z,-25.634,-179.9621,6.1,0.0,MCwCFDiEsbcZlSb7XhtwdW0sOKcpvRVyAhQDFXEHP/T8rELn2V5S7NKI28MQ3A==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us6000ccyh,2020-10-25 11:47:37.759,"76 km NNE of Hihifo, Tonga",-15.3631,-173.424,39.0,5.9,39.0,USGS NEIC ShakeMap,ACTUAL,us,6000ccyh,2020-10-25T11:47:37.000Z,WGRW12,-15.3631,-173.424,5.9,automatic,-13.533,-171.55,3.865,4.809,0.023,0.071,0.713,1.198,0.063,0.154,0.022,0.033,0.003,0.004,-17.133,-175.283,MCwCFHmNpdlnyB2e/h5mbbd3X7EtMtVdAhQedasqWrHDPFmqIkvV51Tf8UUsnw==,v1,Version 2.4.0 2020-05-11,2021-01-01T06:38:17Z,automatic,4.0.1+574.g3283bd1.dirty,5,green,39.0,us,6000ccyh,2020-10-25T11:47:37.000Z,-15.3631,-173.424,5.9,3.0,MCwCFD8nKDB8yOE/gMYK3CUllCO8zg9bAhRWLuSXLKLFHv63T4JklfYM0ze+0Q==,v1,Version 2.4.0 2020-05-11,automatic,39.0,us,6000ccyh,2020-10-25T11:47:37.000Z,-15.3645,-173.4185,5.8,4.1,9.0,9.0,MC0CFQCgm35tvDGpYEb/MJx1foC2xg04FgIUebxgR4KPKn/CNQ9Q9wLCPVJRLA8=,v1,Version 2.4.0 2020-05-11,,
us6000cd45,2020-10-25 23:43:11.009,Pacific-Antarctic Ridge,-56.7013,-141.6486,10.0,5.5,10.0,USGS NEIC ShakeMap,ACTUAL,us,6000cd45,2020-10-25T23:43:11.000Z,WGRW12,-56.7013,-141.6486,5.5,automatic,-54.833,-138.533,,5.924,,0.216,,2.276,,0.32,,0.068,,0.009,-58.45,-145.05,MCwCFHvcWGnAFkK6wKLkPEoZ6LERZqxfAhRXJ52rowkDqDMzlccZ5kzZTAQdlQ==,v1,Version 2.4.0 2020-05-11,2021-01-01T03:20:30Z,automatic,4.0.1+574.g3283bd1.dirty,4,green,10.0,us,6000cd45,2020-10-25T23:43:11.000Z,-56.7013,-141.6486,5.5,0.0,MCwCFD+tVtsk1L8nP1MTwunGu/WewwmEAhQ9+8jpL6KgSEppDuoy3/qAxr8uxw==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us7000c6l2,2020-10-28 04:13:42.061,"123 km NNE of Atka, Alaska",53.2019,-173.4156,239.67,5.5,239.7,USGS NEIC ShakeMap,ACTUAL,us,7000c6l2,2020-10-28T04:13:42.000Z,WGRW12,53.2019,-173.4156,5.5,automatic,54.967,-170.283,2.827,2.87,0.002,0.002,-1.826,-1.707,0.004,0.005,0.002,0.002,0.0,0.0,51.35,-176.267,MCwCFFbqoDjK8Vujvuisrb8D4S6efwyfAhRjOiNKxdJHd2doaE8sAI95EXiwKA==,v1,Version 2.4.0 2020-05-11,2021-01-12T23:33:49Z,automatic,4.0.1+574.g3283bd1.dirty,8,green,239.7,us,7000c6l2,2020-10-28T04:13:42.000Z,53.2019,-173.4156,5.5,0.0,MCwCFCC0By6NQdRONFq0asQghp4SsVpbAhR1UNYiaooRNFS/9evDvedME/P5Aw==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us7000c6lj,2020-10-28 04:52:32.177,"34 km W of Rauco, Chile",-34.8887,-71.6926,57.62,5.5,57.6,USGS NEIC ShakeMap,ACTUAL,us,7000c6lj,2020-10-28T04:52:32.000Z,WGRW12,-34.8887,-71.6926,5.5,automatic,-33.05,-69.533,4.425,4.425,0.049,0.049,0.745,0.745,0.082,0.082,0.015,0.015,0.002,0.002,-36.65,-73.917,MC0CFQCCoFPcz7Y8uCTdluxo5ULT82oXFQIUOat9Y0UtPK4Sfp3EaCAHM6J0pHc=,v1,Version 2.4.0 2020-05-11,2020-11-23T04:09:41Z,automatic,4.0.1+574.g3283bd1,5,green,57.6,us,7000c6lj,2020-10-28T04:52:32.000Z,-34.8887,-71.6926,5.5,4.0,MCwCFFC7ggqTGwPcncdvZl/82fpPBGuOAhQtJUd/aKeF9P8OVanErzmhZeUAog==,v1,Version 2.4.0 2020-05-11,automatic,57.62,us,7000c6lj,2020-10-28T04:52:32.000Z,-34.8887,-71.6926,5.5,4.8,130.0,130.0,MC0CFQDSR6m24tXfi4fufe9or5ZDG8/7CwIUWS1ljr/TXLpvuiyJ/D/FporOQG0=,v1,Version 2.4.0 2020-05-11,,
us7000c6p3,2020-10-28 09:02:33.508,"60 km WSW of Changuillo, Peru",-14.9365,-75.7131,22.0,5.6,22.0,USGS NEIC ShakeMap,ACTUAL,us,7000c6p3,2020-10-28T09:02:33.000Z,WGRW12,-14.9365,-75.7131,5.6,automatic,-13.117,-73.85,5.354,5.816,0.107,0.152,1.38,1.505,0.193,0.229,0.04,0.042,0.005,0.006,-16.717,-77.567,MC0CFQCB+pY6lDtsXRMjCuR0m/Zi7Qqq2AIUQtVtGBNju6/K/tZMj3PPJrzorkM=,v1,Version 2.4.0 2020-05-11,2021-01-09T07:46:39Z,automatic,4.0.1+574.g3283bd1.dirty,6,green,22.0,us,7000c6p3,2020-10-28T09:02:33.000Z,-14.9365,-75.7131,5.6,4.0,MCwCFEkEfEqyM+8rr4EufkP30xTMJmHwAhRayUA1tB50QBwBSUkZCJus6fQqaw==,v1,Version 2.4.0 2020-05-11,automatic,22.0,us,7000c6p3,2020-10-28T09:02:33.000Z,-14.936,-75.72,5.6,5.8,6.0,6.0,MCwCFEawitCGnxDF2PvEMvyPSE9+/VuaAhRqA6x9Cq5k2IE/ek+GdErL5m6AVg==,v1,Version 2.4.0 2020-05-11,,
us7000c6sn,2020-10-28 14:12:56.449,"65 km SSW of Sola, Vanuatu",-14.4548,167.415,180.0,5.8,180.0,USGS NEIC ShakeMap,ACTUAL,us,7000c6sn,2020-10-28T14:12:56.000Z,WGRW12,-14.4548,167.415,5.8,automatic,-12.633,169.25,3.731,3.731,0.011,0.011,-0.63,-0.63,0.019,0.019,0.006,0.006,0.001,0.001,-16.233,165.55,MC0CFC+JLunOwbaJnacSTaX5luGgjqBYAhUAga1LP+DWOK+c6DINFPbYHoi3oCQ=,v1,Version 2.4.0 2020-05-11,2020-12-03T13:28:43Z,automatic,4.0.1+574.g3283bd1,5,green,180.0,us,7000c6sn,2020-10-28T14:12:56.000Z,-14.4548,167.415,5.8,4.0,MCwCFHQ3xllcV9FyTWtklTCEeIwn2pnFAhQ9psKHEhpT7kWNpe0sW/mZmdD3ug==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us7000c6u9,2020-10-28 14:53:11.368,"64 km N of La Serena, Chile",-29.3186,-71.2397,50.0,5.8,50.0,USGS NEIC ShakeMap,ACTUAL,us,7000c6u9,2020-10-28T14:53:11.000Z,WGRW12,-29.3186,-71.2397,5.8,automatic,-27.483,-69.2,5.531,5.531,0.161,0.161,1.857,1.857,0.347,0.347,0.053,0.053,0.005,0.005,-31.083,-73.317,MC0CFEbWAtaHQz1EDakGDalQkADZWVFKAhUAiPYrbFqdyWs9FvXKjU9s/9wirf0=,v1,Version 2.4.0 2020-05-11,2020-12-14T14:04:29Z,automatic,4.0.1+574.g3283bd1.dirty,6,green,50.0,us,7000c6u9,2020-10-28T14:53:11.000Z,-29.3186,-71.2397,5.8,5.0,MC0CFCyaqsiFDfD9kcG4ogjfnsRXQyeIAhUAhqxeDOeZEeMpFjBUgfPCh8qf3Cc=,v1,Version 2.4.0 2020-05-11,automatic,50.0,us,7000c6u9,2020-10-28T14:53:11.000Z,-29.3186,-71.2397,5.8,5.4,43.0,43.0,MCwCFA3i4KhGURoRWylFG1IDFGP0eU0WAhQVWI5k+IAu4haTXj0705ciYujssw==,v1,Version 2.4.0 2020-05-11,,
us7000c7wh,2020-10-30 08:38:41.148,northern Mid-Atlantic Ridge,10.6312,-43.5286,10.0,5.9,10.0,USGS NEIC ShakeMap,ACTUAL,us,7000c7wh,2020-10-30T08:38:41.000Z,WGRW12,10.6312,-43.5286,5.9,automatic,12.867,-41.217,,6.586,,0.261,,2.811,,0.49,,0.134,,0.022,8.383,-45.783,MCwCFCX/1MfyNmVKcazf7QBZnooc8YAUAhRFZWkGgN4Xhtc9LiIKiLGp8WzDIg==,v1,Version 2.4.0 2020-05-11,2021-01-09T05:18:04Z,automatic,4.0.1+574.g3283bd1.dirty,6,green,10.0,us,7000c7wh,2020-10-30T08:38:41.000Z,10.6312,-43.5286,5.9,0.0,MCwCFCHiZ9ZgyctqC4qQ1bCOgtFPoj/iAhRFBnKIcGSHmSRSuJdy2YeiLCksTw==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us7000c7xt,2020-10-30 11:10:10.978,"38 km E of Auki, Solomon Islands",-8.8203,161.0406,20.0,5.5,20.0,USGS NEIC ShakeMap,ACTUAL,us,7000c7xt,2020-10-30T11:10:10.000Z,WGRW12,-8.8203,161.0406,5.5,automatic,-7.0,162.85,6.103,6.129,0.183,0.186,2.32,2.462,0.331,0.348,0.086,0.112,0.011,0.017,-10.6,159.217,MCwCFEahzf77d1bew07jGrUKc0tEaOqOAhQcS8JpqgL7NpsbKpWGjD4o70TWRA==,v1,Version 2.4.0 2020-05-11,2021-01-16T14:37:53Z,automatic,4.0.1+574.g3283bd1.dirty,7,green,20.0,us,7000c7xt,2020-10-30T11:10:10.000Z,-8.8203,161.0406,5.5,6.0,MC0CFQCK/xVYUSN7lKH8IELm7PA5sLwNOQIUG85gNTNnNuFtgZgnV5sUgTdcusQ=,v1,Version 2.4.0 2020-05-11,automatic,14.11,us,7000c7xt,2020-10-30T11:10:09.000Z,-8.8151,161.0729,5.6,4.1,1.0,1.0,MC0CFQDqNL9ajiHLJxsJS9+chgEYqvYIBgIUFYDq6JkRki510lhJFddMYu/AHu8=,v1,Version 2.4.0 2020-05-11,,
us7000c7y0,2020-10-30 11:51:27.348,"13 km NNE of Néon Karlovásion, Greece",37.8973,26.7838,21.0,7.0,21.0,USGS NEIC ShakeMap,ACTUAL,us,7000c7y0,2020-10-30T11:51:27.000Z,WGRW12,37.8973,26.7838,7.0,automatic,45.417,38.183,7.044,7.516,0.358,0.507,3.375,3.59,0.741,0.968,0.459,0.498,0.071,0.073,29.483,17.467,MCwCFGgijrKGuF0j3bnmRu1sdEu+jZ2IAhQ67xxOlURnts5b2t5ZsqweaV4Jww==,v1,Version 2.4.0 2020-05-11,2021-03-11T02:41:32Z,reviewed,4.0.2+431.g3c0d2d0,12,orange,21.0,us,7000c7y0,2020-10-30T11:51:27.000Z,37.8973,26.7838,7.0,7.0,MCwCFCH6dHCncQsdWWXMLAOx1uoNZA4OAhQ4s1ccSCHDXHRaD7sq2RgYh2XsSw==,v1,Version 2.4.0 2020-05-11,automatic,21.0,us,7000c7y0,2020-10-30T11:51:27.000Z,37.8973,26.7838,7.0,7.6,687.0,687.0,MCwCFCGfB2IaQaecohbpPCdvBs7lAoSzAhQzf8bKARYKg1nZohNK9zYKzL2tkA==,v1,Version 2.7.9 2021-02-10,,
us7000c84t,2020-10-30 18:24:41.629,"51 km NNE of Oxapampa, Peru",-10.1704,-75.1714,36.0,5.5,36.0,USGS NEIC ShakeMap,ACTUAL,us,7000c84t,2020-10-30T18:24:41.000Z,WGRW12,-10.1704,-75.1714,5.5,automatic,-8.35,-73.333,5.33,5.33,0.095,0.095,1.21,1.21,0.145,0.145,0.035,0.035,0.005,0.005,-11.95,-77.0,MCwCFFRLpjJ6VW4FDcoI52YH9AqUWNjDAhQtDt5kY9Q8nKE6du8hPd5vDE+Yow==,v1,Version 2.4.0 2020-05-11,2021-01-09T14:31:43Z,automatic,4.0.1+574.g3283bd1.dirty,7,green,36.0,us,7000c84t,2020-10-30T18:24:41.000Z,-10.1704,-75.1714,5.5,5.0,MC0CFA7dhcc9W5ppMKAsDkIAWSAAjKn9AhUAhy2Y4379rttFgVgvZQ9JG8wiDAw=,v1,Version 2.4.0 2020-05-11,automatic,36.0,us,7000c84t,2020-10-30T18:24:41.000Z,-10.1762,-75.175,5.5,5.7,7.0,7.0,MCwCFAE7/Lbh4gLRTBZr2YJYPpsOl04UAhQe27pZqrqiXt1U5PiF/3E8AEPSqA==,v1,Version 2.4.0 2020-05-11,,
us7000c8fy,2020-10-30 22:56:47.691,"206 km ENE of Olonkinbyen, Svalbard and Jan Mayen",71.5432,-3.2896,10.0,5.6,10.0,USGS NEIC ShakeMap,ACTUAL,us,7000c8fy,2020-10-30T22:56:47.000Z,WGRW12,71.5432,-3.2896,5.6,automatic,73.283,2.883,2.834,6.088,0.003,0.202,-1.312,2.409,0.007,0.351,0.003,0.085,0.001,0.013,69.65,-8.383,MC0CFDB3GBeF1YwEgDqXwWDjyrYnWzShAhUAkYunGQF8mF8HjJbJbxgfRKXsoLk=,v1,Version 2.4.0 2020-05-11,2021-01-08T00:13:42Z,automatic,4.0.1+574.g3283bd1.dirty,8,green,10.0,us,7000c8fy,2020-10-30T22:56:47.000Z,71.5432,-3.2896,5.6,0.0,MCwCFAv+wAXmbCcNwnrkycyqLnzVhLC6AhQ2YH/FaxusNUqTxVwE60My+AY38w==,v1,Version 2.4.0 2020-05-11,automatic,,,,,,,,,,,,,,,
us7000c8va,2020-11-01 03:43:20.342,"294 km ENE of Lospalos, Timor Leste",-7.0719,129.2407,182.0,5.7,182.0,USGS NEIC ShakeMap,ACTUAL,us,7000c8va,2020-11-01T03:43:20.000Z,WGRW12,-7.0719,129.2407,5.7,automatic,-5.25,131.05,3.611,3.657,0.008,0.009,-1.153,-1.114,0.013,0.014,0.003,0.004,0.001,0.001,-8.85,127.417,MCwCFGIVqriBI7qHlrzIM0OdOB6iA8a/AhRhpk+wxXa03n94M8d85tzBXXDfWQ==,v1,Version 2.4.0 2020-05-11,2020-11-26T03:35:14Z,automatic,4.0.1+574.g3283bd1,4,green,182.0,us,7000c8va,2020-11-01T03:43:20.000Z,-7.0719,129.2407,5.7,4.0,MCwCFEnVmTlrwCt4pLF5X1UXIGDxv4YJAhQuS3FgqD0TTmbxv0CzLmBFKRwDWw==,v1,Version 2.4.0 2020-05-11,automatic,182.0,us,7000c8va,2020-11-01T03:43:20.000Z,-7.0719,129.2407,5.7,3.8,17.0,17.0,MC0CFDiJudgzJ6Pb7JcdMmeYJE1D24ROAhUAsbO1EUKS88L0qr+/gd24nSQH4ks=,v1,Version 2.4.0 2020-05-11,,
